"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"08.11.2022","52,1100","52,5000","52,5800","51,8900","642,00K","-1,64%"
"07.11.2022","52,9800","52,5000","53,4100","51,3700","3,52M","0,51%"
"04.11.2022","52,7100","51,8000","52,9400","50,5200","2,92M","2,83%"
"03.11.2022","51,2600","54,0000","54,5800","50,7300","7,39M","-6,87%"
"02.11.2022","55,0400","54,7000","55,1900","52,6600","3,38M","0,47%"
"01.11.2022","54,7800","53,7000","56,7400","53,5300","5,40M","3,03%"
"31.10.2022","53,1700","53,0800","53,2000","50,6900","5,01M","0,42%"
"28.10.2022","52,9500","53,4400","53,9500","52,1100","3,06M","-1,62%"
"27.10.2022","53,8200","55,1000","55,2600","52,6400","3,25M","-2,15%"
"26.10.2022","55,0000","53,6000","55,6300","52,5500","3,60M","1,10%"
"25.10.2022","54,4000","51,3000","54,7000","51,2200","4,98M","6,04%"
"24.10.2022","51,3000","52,5900","53,0000","50,2600","4,31M","-1,35%"
"21.10.2022","52,0000","53,6300","56,2700","51,7800","6,92M","-4,92%"
"20.10.2022","54,6900","55,0000","55,1400","51,0600","7,52M","-1,28%"
"19.10.2022","55,4000","61,0000","61,0000","55,4000","6,42M","-8,72%"
"18.10.2022","60,6900","60,8000","62,8100","60,3500","2,19M","0,38%"
"17.10.2022","60,4600","60,1900","60,9000","59,6500","2,10M","0,27%"
"14.10.2022","60,3000","60,5000","62,0000","59,5600","2,52M","1,41%"
"13.10.2022","59,4600","58,4100","59,9800","57,5000","2,15M","1,80%"
"12.10.2022","58,4100","58,9800","59,7900","57,2200","2,90M","-0,97%"
"11.10.2022","58,9800","62,4000","62,4000","58,7600","2,60M","-5,63%"
"10.10.2022","62,5000","61,2300","62,9800","60,0000","1,61M","1,07%"
"07.10.2022","61,8400","61,2000","63,2500","60,5300","2,48M","1,14%"
"06.10.2022","61,1400","59,4200","61,4900","59,0000","3,61M","3,03%"
"05.10.2022","59,3400","66,7500","66,8400","59,0000","4,46M","-11,39%"
"04.10.2022","66,9700","65,7300","67,1700","64,8500","1,85M","2,42%"
"03.10.2022","65,3900","66,2000","67,2300","63,6300","2,78M","-1,60%"
"30.09.2022","66,4500","60,8600","66,4500","60,8600","4,65M","10,49%"
"29.09.2022","60,1400","61,0100","61,5000","57,9400","4,25M","1,01%"
"28.09.2022","59,5400","59,0000","60,6400","57,7700","2,28M","-0,48%"
"27.09.2022","59,8300","58,7500","60,6600","58,6200","1,85M","1,84%"
"26.09.2022","58,7500","58,8000","59,2500","57,3300","1,64M","-0,29%"
"23.09.2022","58,9200","59,1000","59,6700","57,3000","2,16M","-0,14%"
"22.09.2022","59,0000","60,7400","60,9000","58,3300","3,92M","-3,18%"
"21.09.2022","60,9400","60,3000","61,5000","59,9800","2,23M","0,00%"
"20.09.2022","60,9400","60,5300","62,0000","59,9700","2,53M","0,45%"
"19.09.2022","60,6700","62,8000","63,5000","59,6000","2,47M","-3,77%"
"16.09.2022","63,0500","64,0600","64,6100","62,3600","5,11M","-3,50%"
"15.09.2022","65,3400","68,9500","69,0000","64,9500","2,06M","-3,76%"
"14.09.2022","67,8900","66,6000","69,0100","66,5100","2,03M","1,01%"
"13.09.2022","67,2100","70,2500","71,3600","67,0900","3,27M","-4,16%"
"12.09.2022","70,1300","68,8900","70,4700","67,9000","2,09M","3,90%"
"09.09.2022","67,5000","64,7800","67,8900","64,7800","2,59M","4,21%"
"08.09.2022","64,7700","65,7000","66,1400","63,2000","2,10M","-1,42%"
"07.09.2022","65,7000","65,7600","65,8300","64,2900","1,95M","-0,09%"
"06.09.2022","65,7600","64,4000","66,7900","64,4000","2,35M","2,75%"
"05.09.2022","64,0000","64,7000","64,9900","63,3600","1,96M","-2,44%"
"02.09.2022","65,6000","66,1600","66,8500","64,6600","2,23M","0,46%"
"01.09.2022","65,3000","66,5300","67,4400","64,8700","2,68M","-1,85%"
"31.08.2022","66,5300","65,7000","67,4000","65,2300","4,95M","1,51%"
"30.08.2022","65,5400","64,5800","68,0900","63,7700","4,41M","2,92%"
"29.08.2022","63,6800","65,0000","65,0000","62,7900","4,12M","-3,49%"
"26.08.2022","65,9800","66,0400","68,9900","65,6500","5,37M","-0,09%"
"25.08.2022","66,0400","66,2000","67,5000","65,2500","3,57M","0,99%"
"24.08.2022","65,3900","67,4000","67,6400","64,7000","6,33M","-2,98%"
"23.08.2022","67,4000","69,5800","70,2300","67,2100","6,67M","-3,13%"
"22.08.2022","69,5800","74,9000","76,0100","69,0000","8,48M","-7,10%"
"19.08.2022","74,9000","74,7700","75,4000","71,9200","5,52M","-0,23%"
"18.08.2022","75,0700","71,5500","75,8300","70,0800","7,95M","-0,32%"
"17.08.2022","75,3100","76,1000","77,5000","74,6600","3,73M","-0,91%"
"16.08.2022","76,0000","76,6800","77,2900","75,0300","2,26M","-0,86%"
"15.08.2022","76,6600","78,9900","79,8400","76,6600","2,95M","-2,95%"
"12.08.2022","78,9900","77,5200","79,5000","77,5000","5,08M","1,90%"
"11.08.2022","77,5200","77,1000","79,9300","76,4300","3,11M","0,81%"
"10.08.2022","76,9000","78,2000","78,2000","75,5000","3,45M","-1,93%"
"09.08.2022","78,4100","80,5000","81,0500","77,4200","3,06M","-1,73%"
"08.08.2022","79,7900","84,1000","84,9000","79,7000","3,68M","-4,21%"
"05.08.2022","83,3000","84,5200","85,0200","82,5000","1,87M","-1,44%"
"04.08.2022","84,5200","83,0000","85,8800","82,5300","3,06M","1,83%"
"03.08.2022","83,0000","80,0000","83,3900","79,0000","2,07M","3,79%"
"02.08.2022","79,9700","78,4900","80,3300","78,0200","1,66M","0,92%"
"01.08.2022","79,2400","76,7200","79,4700","74,8000","2,38M","2,91%"
"29.07.2022","77,0000","73,5000","77,7700","72,9400","3,81M","6,80%"
"28.07.2022","72,1000","72,5000","73,7900","71,8000","3,30M","0,84%"
"27.07.2022","71,5000","74,8000","75,2000","70,4300","5,26M","-6,16%"
"26.07.2022","76,1900","77,9300","78,9700","75,8000","1,45M","-2,23%"
"25.07.2022","77,9300","79,0000","80,2900","76,9000","2,10M","-1,70%"
"22.07.2022","79,2800","79,3400","82,3700","77,5500","2,86M","-0,08%"
"21.07.2022","79,3400","76,2000","79,9900","74,9000","3,68M","4,34%"
"20.07.2022","76,0400","77,0000","78,5400","75,3800","2,25M","-0,56%"
"19.07.2022","76,4700","77,4000","77,4000","74,5600","1,83M","-1,38%"
"18.07.2022","77,5400","77,2000","79,6200","75,3300","3,52M","2,03%"
"15.07.2022","76,0000","82,5000","83,5900","71,2200","6,95M","-8,73%"
"14.07.2022","83,2700","82,5900","85,7400","81,7000","2,36M","0,74%"
"13.07.2022","82,6600","82,8000","83,5000","79,8500","2,41M","-0,46%"
"12.07.2022","83,0400","83,0000","83,8800","80,6000","2,72M","-0,68%"
"11.07.2022","83,6100","82,8900","85,2400","81,5600","1,28M","0,87%"
"08.07.2022","82,8900","84,0000","84,3100","81,6300","2,16M","-1,00%"
"07.07.2022","83,7300","82,0000","83,8800","81,0000","1,66M","2,50%"
"06.07.2022","81,6900","79,8300","82,4300","79,4800","2,15M","3,56%"
"05.07.2022","78,8800","76,7400","79,2600","75,7500","1,98M","3,86%"
"04.07.2022","75,9500","77,3400","78,1900","75,5900","1,35M","-1,80%"
"01.07.2022","77,3400","76,4000","78,8900","76,2100","2,48M","-0,83%"
"30.06.2022","77,9900","79,5000","80,6400","76,6100","2,22M","-2,51%"
"29.06.2022","80,0000","77,9500","80,7500","77,5000","1,93M","1,32%"
"28.06.2022","78,9600","80,7500","81,8900","78,6700","1,83M","-2,43%"
"27.06.2022","80,9300","81,2000","82,8000","80,2300","2,18M","1,88%"
"23.06.2022","79,4400","77,3700","80,0900","76,8700","3,59M","2,07%"
"22.06.2022","77,8300","79,8000","79,8000","76,2400","3,46M","-3,11%"
"21.06.2022","80,3300","81,6000","81,6000","79,2200","1,71M","-0,52%"
"20.06.2022","80,7500","82,0000","82,3800","79,6000","1,80M","-0,85%"
"17.06.2022","81,4400","78,9500","82,4800","78,6000","3,41M","3,15%"
"16.06.2022","78,9500","81,1000","81,7400","77,7700","2,77M","-2,65%"
"15.06.2022","81,1000","81,0000","81,5600","78,6000","2,90M","0,43%"
"14.06.2022","80,7500","85,3200","86,5000","79,8300","5,19M","-5,13%"
"13.06.2022","85,1200","87,9000","88,5000","83,7100","4,64M","-4,74%"
"10.06.2022","89,3600","91,6000","92,5100","88,5000","4,21M","-2,66%"
"09.06.2022","91,8000","91,7200","93,9600","90,3600","3,58M","-0,58%"
"08.06.2022","92,3400","95,1000","98,5600","90,5000","13,00M","2,63%"
"07.06.2022","89,9700","88,0000","89,9700","85,8700","3,14M","2,45%"
"03.06.2022","87,8200","89,5000","90,0000","87,3200","2,74M","-0,86%"
"02.06.2022","88,5800","87,0000","88,7400","85,5500","2,87M","1,82%"
"01.06.2022","87,0000","88,7400","89,5000","86,7200","3,24M","-1,83%"
"31.05.2022","88,6200","87,1800","89,4600","86,3200","12,01M","1,56%"
"30.05.2022","87,2600","87,2100","88,5700","86,3400","3,45M","0,10%"
"27.05.2022","87,1700","84,0000","87,7200","82,8800","7,34M","6,12%"
"25.05.2022","82,1400","82,0000","83,0000","80,2000","2,44M","0,29%"
"24.05.2022","81,9000","82,0000","82,9900","80,7400","4,82M","0,11%"
"23.05.2022","81,8100","82,0800","83,5900","80,4900","4,88M","1,00%"
"20.05.2022","81,0000","79,0500","83,7300","76,6000","9,18M","3,58%"
"19.05.2022","78,2000","70,2800","80,2300","69,5900","12,52M","3,74%"
"18.05.2022","75,3800","73,2000","76,1000","73,2000","4,95M","3,15%"
"17.05.2022","73,0800","72,9000","74,9300","72,1100","3,46M","1,84%"
"16.05.2022","71,7600","72,3500","73,4200","70,8000","3,40M","-0,82%"
"13.05.2022","72,3500","69,9000","73,4600","69,8200","6,34M","5,84%"
"12.05.2022","68,3600","67,1900","68,6800","64,3300","4,91M","0,47%"
"11.05.2022","68,0400","67,1500","69,0900","65,2500","4,88M","1,42%"
"10.05.2022","67,0900","67,7600","69,3900","66,6300","4,15M","0,24%"
"09.05.2022","66,9300","70,7500","70,9300","65,5000","4,54M","-5,40%"
