"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"18.07.2019","38,4000","38,7000","38,7000","37,8666","465,96K","-0,78%"
"17.07.2019","38,7000","38,6666","38,9666","38,3666","486,30K","0,09%"
"16.07.2019","38,6666","39,7333","39,7333","38,3666","1,53M","-3,09%"
"15.07.2019","39,9000","40,1666","40,5333","39,6666","378,41K","-0,66%"
"12.07.2019","40,1666","40,9333","40,9666","40,0000","314,11K","-1,87%"
"11.07.2019","40,9333","40,1666","41,0333","39,6666","877,31K","2,59%"
"10.07.2019","39,9000","39,9666","40,2666","39,5333","1,07M","0,00%"
"09.07.2019","39,9000","39,8333","39,9000","39,3333","818,26K","0,42%"
"08.07.2019","39,7333","40,0000","40,2666","39,5333","880,76K","-0,25%"
"05.07.2019","39,8333","40,1333","40,1333","39,5000","234,47K","-0,75%"
"04.07.2019","40,1333","39,8666","40,1333","39,6333","243,74K","0,58%"
"03.07.2019","39,9000","40,1333","40,5000","39,6000","800,67K","0,17%"
"02.07.2019","39,8333","39,7666","40,0000","39,3333","297,92K","0,34%"
"01.07.2019","39,7000","40,0000","40,5000","39,3333","686,28K","-1,08%"
"28.06.2019","40,1333","40,5000","40,6000","39,7000","791,27K","-0,91%"
"27.06.2019","40,5000","39,4000","40,6333","38,9666","1,25M","2,36%"
"26.06.2019","39,5666","39,4666","39,6666","38,9000","914,35K","-0,17%"
"25.06.2019","39,6333","38,2000","39,8333","38,2000","1,39M","2,94%"
"24.06.2019","38,5000","38,2000","38,5000","37,5666","916,07K","0,79%"
"20.06.2019","38,2000","36,9666","38,2000","36,9000","1,06M","3,99%"
"19.06.2019","36,7333","37,5333","37,7666","36,7333","1,56M","-2,13%"
"18.06.2019","37,5333","37,6333","37,8000","37,0333","686,23K","0,09%"
"17.06.2019","37,5000","38,3000","38,3000","37,1666","803,83K","-0,97%"
"14.06.2019","37,8666","38,0000","38,0000","37,2666","733,49K","-0,35%"
"13.06.2019","38,0000","38,0666","38,1333","37,6333","1,03M","-0,26%"
"12.06.2019","38,1000","37,0666","38,3333","36,3333","1,80M","2,14%"
"11.06.2019","37,3000","36,9666","37,6000","36,8000","866,52K","0,90%"
"10.06.2019","36,9666","37,6666","38,0000","36,8333","477,41K","-1,42%"
"07.06.2019","37,5000","37,5000","37,6000","36,9666","1,49M","2,74%"
"05.06.2019","36,5000","35,9333","36,6666","35,7000","1,50M","2,82%"
"04.06.2019","35,5000","36,1666","36,1666","35,3000","1,30M","-1,57%"
"03.06.2019","36,0666","37,4333","37,4333","35,7333","5,22M","-3,65%"
"31.05.2019","37,4333","36,8333","37,8000","35,8333","1,70M","0,36%"
"29.05.2019","37,3000","37,6666","38,0000","36,7333","1,19M","-2,27%"
"28.05.2019","38,1666","37,2000","38,1666","36,6333","9,47M","3,43%"
"27.05.2019","36,9000","36,7666","38,0000","36,7666","1,68M","0,36%"
"24.05.2019","36,7666","37,9666","38,3000","36,2333","2,69M","-1,08%"
"23.05.2019","37,1666","38,6000","38,6333","36,6666","4,29M","-4,37%"
"22.05.2019","38,8666","41,1666","41,3333","38,5333","6,81M","-1,02%"
"21.05.2019","39,2666","37,8666","39,2666","37,8666","1,48M","4,25%"
"20.05.2019","37,6666","38,8333","39,5000","37,4333","1,78M","-2,75%"
"17.05.2019","38,7333","38,5000","39,0666","38,1666","744,46K","0,61%"
"16.05.2019","38,5000","36,8333","38,8000","36,8333","1,25M","5,00%"
"15.05.2019","36,6666","37,1666","38,8333","36,4333","2,70M","-1,35%"
"14.05.2019","37,1666","36,2333","37,2333","36,2333","1,26M","3,24%"
"13.05.2019","36,0000","36,5000","36,7666","35,8333","1,39M","-1,37%"
"10.05.2019","36,5000","35,6666","36,5000","35,5000","798,07K","2,15%"
"09.05.2019","35,7333","36,3333","36,3333","35,4333","732,98K","-1,65%"
"08.05.2019","36,3333","35,1666","36,8000","35,1666","1,03M","1,96%"
"07.05.2019","35,6333","36,6666","36,9666","35,3666","533,62K","-2,82%"
"06.05.2019","36,6666","36,9000","36,9000","35,8666","603,10K","-1,17%"
"03.05.2019","37,1000","36,4000","37,3333","36,0000","698,89K","2,11%"
"02.05.2019","36,3333","36,4666","37,8333","35,9000","1,42M","-0,55%"
"30.04.2019","36,5333","35,5333","36,5333","35,2666","590,12K","3,40%"
"29.04.2019","35,3333","35,1666","35,8000","34,8000","591,24K","-0,66%"
"26.04.2019","35,5666","35,0000","36,0000","35,0000","1,06M","2,11%"
"25.04.2019","34,8333","34,3333","35,3000","34,2000","702,47K","1,46%"
"24.04.2019","34,3333","34,7000","35,0000","34,3333","697,85K","-1,25%"
"23.04.2019","34,7666","34,0000","34,9666","33,8333","656,75K","2,76%"
"18.04.2019","33,8333","34,1333","34,1666","33,5666","352,87K","-0,88%"
"17.04.2019","34,1333","34,1666","34,4333","33,8000","856,52K","0,29%"
"16.04.2019","34,0333","34,0333","34,4000","33,9333","937,60K","0,10%"
"15.04.2019","34,0000","35,3333","35,3333","33,7000","1,12M","-2,76%"
"12.04.2019","34,9666","34,3333","35,3333","34,1333","638,66K","1,84%"
"11.04.2019","34,3333","34,5333","34,9000","33,9666","879,76K","-0,58%"
"10.04.2019","34,5333","34,1333","34,9666","34,0000","412,31K","0,10%"
"09.04.2019","34,5000","34,7000","34,8000","34,0000","660,68K","-0,58%"
"08.04.2019","34,7000","35,0333","35,0333","34,2666","516,86K","-0,86%"
"05.04.2019","35,0000","36,1000","36,1000","32,6000","3,65M","-1,87%"
"04.04.2019","35,6666","36,7333","36,7333","35,2666","953,40K","-2,90%"
"03.04.2019","36,7333","35,6666","36,7666","35,5333","1,42M","4,46%"
"02.04.2019","35,1666","35,0000","35,8333","34,5333","1,33M","0,48%"
"01.04.2019","35,0000","34,6666","35,3333","34,6666","665,78K","1,20%"
"29.03.2019","34,5833","35,0000","35,2500","34,2500","665,92K","-1,19%"
"28.03.2019","35,0000","35,0000","35,0000","34,0000","495,52K","0,96%"
"27.03.2019","34,6666","34,8333","35,0000","34,0000","2,08M","-0,48%"
"26.03.2019","34,8333","35,0833","35,2500","34,4166","853,20K","-0,24%"
"25.03.2019","34,9166","34,8333","35,5000","34,0833","1,08M","-1,18%"
"22.03.2019","35,3333","36,8333","37,1666","35,1666","995,59K","-4,07%"
"21.03.2019","36,8333","35,3333","37,5833","35,1666","2,52M","4,00%"
"20.03.2019","35,4166","34,5000","36,0000","34,2500","1,71M","1,92%"
"19.03.2019","34,7500","34,4166","34,9166","33,9166","2,20M","1,21%"
"18.03.2019","34,3333","34,3333","34,8333","34,1666","603,04K","0,24%"
"15.03.2019","34,2500","33,4166","34,5000","33,2333","1,09M","2,85%"
"14.03.2019","33,3000","33,6666","34,1666","33,0333","1,08M","-1,09%"
"13.03.2019","33,6666","33,0000","33,6666","32,6666","1,62M","2,02%"
"12.03.2019","33,0000","32,3333","33,1666","32,3333","1,25M","2,06%"
"11.03.2019","32,3333","32,1666","32,5000","31,9000","740,09K","1,04%"
"08.03.2019","32,0000","31,8333","32,6666","31,5000","913,56K","0,52%"
"07.03.2019","31,8333","31,6666","32,2000","31,5000","1,17M","1,06%"
"06.03.2019","31,5000","31,3000","31,8000","31,0000","760,37K","0,64%"
"05.03.2019","31,3000","31,5000","31,8000","31,1333","527,90K","-0,63%"
"04.03.2019","31,5000","31,5666","31,9666","31,4000","452,87K","0,00%"
"01.03.2019","31,5000","31,7000","32,0333","31,2333","706,94K","0,00%"
"28.02.2019","31,5000","31,7666","31,8666","30,6000","2,06M","-0,32%"
"27.02.2019","31,6000","32,0333","32,0333","30,6666","3,42M","-1,86%"
"26.02.2019","32,2000","32,8333","32,9000","32,1000","1,20M","0,63%"
"25.02.2019","32,0000","32,1666","32,8333","32,0000","1,31M","0,00%"
"22.02.2019","32,0000","31,7666","32,7000","31,7666","1,91M","0,73%"
"21.02.2019","31,7666","32,1000","32,9333","31,6000","8,52M","-5,88%"
"20.02.2019","33,7500","32,8333","34,0000","32,6000","823,29K","1,76%"
"19.02.2019","33,1666","34,3333","34,3333","33,0333","2,20M","-2,21%"
"18.02.2019","33,9166","34,1666","35,1666","33,8333","1,31M","0,74%"
"15.02.2019","33,6666","33,5833","34,3333","33,0000","1,45M","1,00%"
"14.02.2019","33,3333","34,3333","34,7500","32,5000","3,25M","-3,61%"
"13.02.2019","34,5833","33,6666","36,1666","32,3333","9,29M","10,37%"
"12.02.2019","31,3333","30,3333","31,5000","29,3333","1,28M","4,91%"
"11.02.2019","29,8666","29,0000","30,4000","29,0000","551,01K","3,94%"
"08.02.2019","28,7333","28,6666","28,9666","28,4333","486,83K","0,82%"
"07.02.2019","28,5000","30,0333","30,0333","28,4666","1,12M","-5,21%"
"06.02.2019","30,0666","31,0000","31,0333","30,0666","795,32K","-1,96%"
"05.02.2019","30,6666","30,2333","31,0000","30,0666","661,34K","2,00%"
"04.02.2019","30,0666","29,1666","30,0666","28,4000","816,78K","3,09%"
"01.02.2019","29,1666","29,4000","30,3333","29,0000","699,07K","-1,02%"
"31.01.2019","29,4666","29,7333","30,5333","29,3666","709,22K","-0,90%"
"30.01.2019","29,7333","29,5666","30,0333","29,0333","619,60K","1,02%"
"29.01.2019","29,4333","28,9666","30,6666","28,5000","1,49M","1,61%"
"28.01.2019","28,9666","27,6666","29,1333","27,3333","1,30M","5,98%"
"25.01.2019","27,3333","27,3000","27,6666","27,1333","531,95K","1,23%"
"24.01.2019","27,0000","27,3333","27,4000","26,9000","243,18K","-0,74%"
"23.01.2019","27,2000","27,6000","27,6333","27,2000","597,37K","-1,45%"
"22.01.2019","27,6000","28,2000","28,2000","27,4666","315,16K","-1,55%"
"21.01.2019","28,0333","28,6666","28,6666","27,8000","264,32K","-1,06%"
"18.01.2019","28,3333","27,0666","28,5333","27,0666","2,55M","3,16%"
"17.01.2019","27,4666","27,1666","27,6000","27,1666","303,17K","0,49%"
"16.01.2019","27,3333","26,7666","27,6666","26,7666","494,82K","1,49%"
"15.01.2019","26,9333","26,6666","27,3666","26,5333","623,84K","0,50%"
"14.01.2019","26,8000","27,1666","27,1666","26,4666","347,00K","-1,59%"
"11.01.2019","27,2333","27,7666","28,0000","27,1000","448,22K","-1,80%"
"10.01.2019","27,7333","27,5666","27,8000","26,6666","504,80K","0,24%"
"09.01.2019","27,6666","27,6666","28,3666","27,0333","1,10M","0,61%"
"08.01.2019","27,5000","26,6000","27,8000","26,6000","786,88K","3,64%"
"07.01.2019","26,5333","26,3000","26,7666","25,1666","970,49K","4,60%"
"04.01.2019","25,3666","24,0333","25,6666","24,0333","584,57K","5,55%"
"03.01.2019","24,0333","24,8000","24,8000","24,0000","628,84K","-3,22%"
"02.01.2019","24,8333","24,3000","25,3333","23,6333","637,93K","3,19%"
"28.12.2018","24,0666","23,6000","24,6000","23,5333","711,97K","2,41%"
"27.12.2018","23,5000","24,2333","25,0000","23,0333","790,04K","-2,89%"
"21.12.2018","24,2000","23,6666","24,7333","23,5333","994,29K","1,68%"
"20.12.2018","23,8000","24,2000","24,3000","23,5333","1,03M","-2,99%"
"19.12.2018","24,5333","24,2333","24,8333","23,7666","766,79K","1,80%"
"18.12.2018","24,1000","24,7666","25,0666","24,0666","969,42K","-2,82%"
"17.12.2018","24,8000","26,2000","26,2000","24,7333","1,12M","-4,62%"
"14.12.2018","26,0000","25,8333","26,9666","25,4666","771,17K","-1,01%"
"13.12.2018","26,2666","26,5000","26,6000","25,7000","1,23M","-0,76%"
"12.12.2018","26,4666","25,4000","26,6333","24,7666","1,18M","5,73%"
"11.12.2018","25,0333","24,9333","25,5666","24,9000","2,50M","1,21%"
"10.12.2018","24,7333","25,5333","25,5333","24,4333","2,60M","-4,26%"
"07.12.2018","25,8333","26,2000","27,1666","25,6333","1,36M","-0,13%"
"06.12.2018","25,8666","26,9000","26,9000","25,3666","2,58M","-5,02%"
"05.12.2018","27,2333","27,5666","27,5666","26,8000","1,57M","-3,08%"
"04.12.2018","28,1000","29,2000","29,2000","28,0333","715,82K","-3,66%"
"03.12.2018","29,1666","29,6000","30,0000","28,6666","1,74M","2,70%"
"30.11.2018","28,4000","27,3666","28,6666","27,2333","1,11M","4,28%"
"29.11.2018","27,2333","27,4333","27,7666","27,0333","1,08M","0,00%"
"28.11.2018","27,2333","27,5000","27,9333","26,7000","1,74M","-2,85%"
"27.11.2018","28,0333","28,1333","28,8333","27,5666","966,95K","-3,11%"
"26.11.2018","28,9333","30,3666","30,7000","28,1333","1,41M","-2,58%"
"23.11.2018","29,7000","28,9333","29,8333","28,3333","1,26M","3,01%"
"22.11.2018","28,8333","28,6666","29,3333","28,4333","1,16M","2,49%"
"21.11.2018","28,1333","28,0666","28,4666","27,5666","1,84M","0,48%"
"20.11.2018","28,0000","29,3000","29,3000","27,1666","3,23M","-4,65%"
"19.11.2018","29,3666","30,3666","30,5333","28,9333","1,30M","-4,24%"
"16.11.2018","30,6666","30,1666","30,9333","30,1666","1,30M","2,00%"
"15.11.2018","30,0666","31,1000","32,0333","29,7666","2,69M","-3,53%"
"14.11.2018","31,1666","30,0333","33,2666","28,4000","10,17M","14,02%"
"13.11.2018","27,3333","27,3333","28,1666","26,7000","1,59M","-0,85%"
"12.11.2018","27,5666","29,4000","29,4000","27,3333","1,21M","-5,92%"
"09.11.2018","29,3000","29,5000","30,1000","28,8666","764,07K","-0,90%"
"08.11.2018","29,5666","29,3333","29,8333","28,8333","562,41K","1,60%"
"07.11.2018","29,1000","28,5333","29,3333","28,5333","708,46K","1,99%"
"06.11.2018","28,5333","29,4333","29,5000","27,9333","1,23M","-2,95%"
"05.11.2018","29,4000","30,0333","30,5000","29,0666","950,56K","-2,65%"
"02.11.2018","30,2000","29,6333","30,3333","29,6333","407,43K","3,07%"
"01.11.2018","29,3000","28,2666","29,8333","28,2666","1,04M","3,90%"
"31.10.2018","28,2000","28,1666","28,6000","27,1666","2,29M","2,05%"
"30.10.2018","27,6333","27,2000","27,8000","26,8000","694,07K","2,22%"
"29.10.2018","27,0333","27,1666","28,1000","27,0333","746,15K","0,12%"
"26.10.2018","27,0000","27,5000","27,5666","26,3333","1,07M","-1,70%"
"25.10.2018","27,4666","27,0666","28,1666","26,0666","1,90M","1,48%"
"24.10.2018","27,0666","28,6333","28,6333","27,0333","1,30M","-5,58%"
"23.10.2018","28,6666","29,0333","29,3666","28,2666","1,65M","-3,91%"
"22.10.2018","29,8333","29,8333","30,2000","28,8333","1,07M","0,00%"
"19.10.2018","29,8333","30,0000","30,1666","29,3666","579,74K","-1,00%"
"18.10.2018","30,1333","30,0000","30,6333","29,6333","542,10K","-1,09%"
"17.10.2018","30,4666","31,3333","31,3333","30,3333","624,34K","-1,08%"
"16.10.2018","30,8000","29,2000","30,8000","28,7333","973,31K","4,88%"
"15.10.2018","29,3666","29,8333","29,8333","28,7666","684,55K","-1,67%"
"12.10.2018","29,8666","29,5000","30,5333","29,3333","817,91K","2,40%"
"11.10.2018","29,1666","28,8666","30,0000","28,0000","2,38M","-3,42%"
"10.10.2018","30,2000","31,6666","31,6666","29,3666","1,34M","-4,03%"
"09.10.2018","31,4666","31,4000","32,0000","31,1000","757,36K","-0,11%"
"08.10.2018","31,5000","32,5000","32,5000","31,3666","770,77K","-2,98%"
"05.10.2018","32,4666","32,2000","32,9333","31,8333","743,74K","-1,62%"
"04.10.2018","33,0000","33,2000","33,8333","32,4333","1,31M","-2,22%"
"03.10.2018","33,7500","33,8333","33,9166","33,2666","347,37K","0,00%"
"02.10.2018","33,7500","34,0000","34,0000","33,1666","509,80K","-0,98%"
"01.10.2018","34,0833","33,5000","34,0833","33,0000","791,94K","2,25%"
"28.09.2018","33,3333","32,9333","34,0000","32,5000","789,61K","1,63%"
"27.09.2018","32,8000","31,8666","33,1000","31,8666","472,98K","1,44%"
"26.09.2018","32,3333","31,9666","32,9333","31,9666","602,83K","1,36%"
"25.09.2018","31,9000","31,3666","32,0000","31,3666","780,28K","1,59%"
"24.09.2018","31,4000","31,5333","31,6333","31,1000","345,30K","-0,32%"
"21.09.2018","31,5000","31,7000","31,9666","31,2000","670,29K","-0,53%"
"20.09.2018","31,6666","32,1666","32,5000","31,4000","837,53K","-1,25%"
"19.09.2018","32,0666","32,5000","32,8333","31,9000","777,32K","-0,93%"
"18.09.2018","32,3666","32,5666","33,1333","32,0000","501,47K","0,10%"
"17.09.2018","32,3333","33,1333","33,4166","32,2000","548,09K","-2,22%"
"14.09.2018","33,0666","33,1000","33,3333","32,9000","578,18K","1,12%"
"13.09.2018","32,7000","33,2000","33,3000","32,7000","1,04M","-0,61%"
"12.09.2018","32,9000","33,3333","33,7500","32,4333","3,24M","7,40%"
"11.09.2018","30,6333","31,3000","31,5333","30,2666","680,79K","-1,82%"
"10.09.2018","31,2000","31,5000","31,7333","30,9333","539,81K","-1,37%"
"07.09.2018","31,6333","31,6666","32,1666","31,0333","794,62K","-0,11%"
"06.09.2018","31,6666","31,5000","32,1666","30,8333","876,50K","0,85%"
"05.09.2018","31,4000","33,0000","33,0000","31,3333","798,04K","-4,27%"
"04.09.2018","32,8000","33,1333","33,3000","32,5666","835,04K","0,61%"
"03.09.2018","32,6000","33,6666","33,9166","32,5666","620,36K","-3,17%"
"31.08.2018","33,6666","33,8333","33,8333","32,7333","598,40K","0,50%"
"30.08.2018","33,5000","32,5000","34,1666","31,5333","1,20M","3,08%"
"29.08.2018","32,5000","33,3333","33,6666","32,3666","1,01M","-2,50%"
"28.08.2018","33,3333","34,3333","34,5000","33,1000","965,05K","-1,72%"
"27.08.2018","33,9166","34,5833","34,8333","33,6666","673,36K","-1,93%"
"24.08.2018","34,5833","34,3333","34,9166","33,5833","458,85K","0,97%"
"23.08.2018","34,2500","34,1666","34,5000","33,2333","1,51M","0,00%"
"22.08.2018","34,2500","35,0833","35,0833","34,0000","582,29K","-2,38%"
"21.08.2018","35,0833","36,2500","36,5000","33,7500","1,54M","-3,22%"
"20.08.2018","36,2500","35,3333","36,6666","35,3333","1,24M","4,32%"
"17.08.2018","34,7500","34,3333","35,1666","33,5000","1,47M","3,73%"
"16.08.2018","33,5000","35,0833","35,6666","33,2666","2,55M","-3,37%"
"15.08.2018","34,6666","35,0000","36,2500","33,5000","5,79M","18,86%"
"14.08.2018","29,1666","30,0666","30,5000","28,9333","1,65M","-5,10%"
"13.08.2018","30,7333","31,0000","31,1000","29,5666","498,34K","-0,97%"
"10.08.2018","31,0333","32,0000","32,0000","30,6666","685,58K","-2,51%"
"09.08.2018","31,8333","31,1666","32,2000","30,7000","468,46K","2,69%"
"08.08.2018","31,0000","31,2666","31,3000","30,6666","357,91K","-0,64%"
"07.08.2018","31,2000","32,0000","32,0000","30,9000","1,05M","-2,50%"
"06.08.2018","32,0000","31,6333","32,4666","31,1666","651,97K","1,16%"
"03.08.2018","31,6333","31,6333","32,1000","31,3333","229,65K","0,74%"
"02.08.2018","31,4000","31,0000","31,6333","30,4666","322,99K","1,62%"
"01.08.2018","30,9000","32,7333","32,7333","30,8333","733,42K","-5,50%"
"31.07.2018","32,7000","32,5000","32,7666","31,7333","338,65K","0,62%"
"30.07.2018","32,5000","33,3333","33,3333","32,2000","356,65K","-2,01%"
"27.07.2018","33,1666","32,8666","33,6666","32,4333","414,07K","0,91%"
"26.07.2018","32,8666","32,9000","32,9000","32,4333","406,78K","-0,30%"
"25.07.2018","32,9666","33,3333","33,4166","32,3333","515,22K","-2,08%"
"24.07.2018","33,6666","34,1666","34,1666","33,2333","199,86K","-0,49%"
"23.07.2018","33,8333","34,0833","34,3333","33,5000","235,79K","-0,73%"
"20.07.2018","34,0833","34,0833","34,3333","33,3333","354,15K","0,25%"
"19.07.2018","34,0000","34,3333","34,5000","33,9166","267,31K","-0,97%"
"18.07.2018","34,3333","33,5000","34,8333","33,5000","244,63K","1,48%"
"17.07.2018","33,8333","34,1666","34,1666","33,2000","537,49K","0,00%"
"16.07.2018","33,8333","34,0833","34,2500","33,5000","425,97K","-0,73%"
"13.07.2018","34,0833","33,5833","34,0833","33,2000","470,47K","1,49%"
"12.07.2018","33,5833","33,5000","33,8333","33,1666","574,26K","0,75%"
"11.07.2018","33,3333","33,2333","33,7500","32,4000","890,33K","0,20%"
"10.07.2018","33,2666","32,1666","33,2666","31,2000","1,31M","6,17%"
"09.07.2018","31,3333","30,7333","31,3666","30,3666","677,17K","2,17%"
"06.07.2018","30,6666","30,8333","31,0000","30,2000","830,85K","2,22%"
"05.07.2018","30,0000","28,6666","30,0333","28,6666","1,02M","3,33%"
"04.07.2018","29,0333","29,0000","29,2000","28,1666","2,98M","1,28%"
"03.07.2018","28,6666","29,0666","29,2000","28,2000","571,72K","0,00%"
"02.07.2018","28,6666","29,2000","29,2000","28,5666","535,70K","-3,37%"
"29.06.2018","29,6666","28,7000","29,6666","28,1666","1,21M","4,83%"
"28.06.2018","28,3000","29,1666","29,3000","28,2000","1,67M","-2,97%"
"27.06.2018","29,1666","29,8666","30,6333","28,5333","1,89M","-2,34%"
"26.06.2018","29,8666","30,6000","30,6666","29,3666","1,41M","-2,61%"
"25.06.2018","30,6666","30,8333","31,9666","30,2666","791,89K","-0,54%"
"21.06.2018","30,8333","31,4666","31,7333","30,3666","1,03M","-2,01%"
"20.06.2018","31,4666","31,3666","31,8666","30,9000","1,01M","0,75%"
"19.06.2018","31,2333","32,1000","32,3333","30,4000","1,12M","-2,70%"
"18.06.2018","32,1000","32,1333","32,8666","31,7666","1,30M","-0,21%"
"15.06.2018","32,1666","33,1666","33,7500","32,0000","1,49M","-3,02%"
"14.06.2018","33,1666","31,8333","33,3333","31,6666","6,00M","-2,69%"
"13.06.2018","34,0833","34,6666","34,9166","33,5000","275,89K","-1,21%"
"12.06.2018","34,5000","34,6666","34,9166","34,3333","290,30K","0,00%"
"11.06.2018","34,5000","34,9166","34,9166","34,2500","221,66K","-0,96%"
"08.06.2018","34,8333","34,5000","35,0000","33,6666","544,04K","1,95%"
"07.06.2018","34,1666","34,3333","34,5833","33,9166","1,36M","0,99%"
"05.06.2018","33,8333","33,9166","34,0833","32,9666","2,07M","0,00%"
"04.06.2018","33,8333","34,4166","34,6666","33,3333","451,54K","-0,98%"
"01.06.2018","34,1666","35,3333","35,6666","33,8333","883,73K","-2,15%"
"31.05.2018","34,9166","34,6666","35,8333","34,1666","1,09M","1,21%"
"30.05.2018","34,5000","32,2000","34,7500","31,9666","3,80M","7,14%"
"29.05.2018","32,2000","32,8333","32,8333","31,3666","585,44K","-0,92%"
"28.05.2018","32,5000","33,0000","33,2666","32,1333","864,88K","1,67%"
"25.05.2018","31,9666","32,0000","32,0000","31,6666","394,96K","0,00%"
"24.05.2018","31,9666","32,1333","32,3000","31,6666","401,29K","-0,52%"
"23.05.2018","32,1333","32,0000","32,3000","31,1666","580,45K","1,37%"
"22.05.2018","31,7000","31,6666","32,6666","30,5000","1,12M","0,00%"
"21.05.2018","31,7000","32,3000","32,8333","31,6666","772,82K","-1,86%"
"18.05.2018","32,3000","32,7000","33,5000","31,0000","2,27M","0,52%"
"17.05.2018","32,1333","30,3666","32,4333","30,1000","2,01M","6,64%"
"16.05.2018","30,1333","28,0000","30,9333","27,9000","4,50M","18,32%"
"15.05.2018","25,4666","25,1666","25,8000","24,9000","477,75K","0,00%"
"14.05.2018","25,4666","26,2666","26,2666","25,2333","1,00M","-2,68%"
"11.05.2018","26,1666","26,1000","26,1666","25,8000","158,26K","0,51%"
"09.05.2018","26,0333","25,8666","26,1333","25,7000","374,03K","1,04%"
"08.05.2018","25,7666","25,6666","26,3333","25,4000","529,67K","0,91%"
"07.05.2018","25,5333","25,1333","25,6666","25,1333","284,96K","2,13%"
"04.05.2018","25,0000","25,2000","25,2666","24,9000","167,69K","-0,66%"
"03.05.2018","25,1666","25,9000","25,9000","24,7333","313,28K","-2,96%"
"02.05.2018","25,9333","25,4333","25,9666","25,4333","487,88K","3,87%"
"30.04.2018","24,9666","24,4000","25,2333","24,4000","239,38K","2,60%"
"27.04.2018","24,3333","24,0333","24,4666","24,0000","304,39K","0,69%"
"26.04.2018","24,1666","24,1333","24,4666","23,9000","739,65K","-1,76%"
"25.04.2018","24,6000","25,0000","25,4666","24,5333","446,11K","-3,53%"
"24.04.2018","25,5000","24,6333","25,6000","24,2666","624,12K","3,52%"
"23.04.2018","24,6333","25,2000","25,6666","24,6333","502,43K","-2,12%"
"20.04.2018","25,1666","24,1666","25,1666","24,0333","609,94K","4,43%"
"19.04.2018","24,1000","24,1666","24,6666","23,9000","525,20K","-0,28%"
"18.04.2018","24,1666","24,1666","24,2000","23,6000","258,83K","0,28%"
"17.04.2018","24,1000","24,3666","24,6000","23,8666","509,95K","-0,41%"
"16.04.2018","24,2000","23,5333","24,9000","23,5333","722,36K","2,98%"
"13.04.2018","23,5000","23,5000","23,9333","23,1333","1,79M","-0,14%"
"12.04.2018","23,5333","23,5666","23,7333","23,2333","691,42K","0,14%"
"11.04.2018","23,5000","24,3666","24,3666","23,5000","430,24K","-2,22%"
"10.04.2018","24,0333","23,6666","24,1000","23,6666","246,21K","1,26%"
"09.04.2018","23,7333","24,5000","24,6666","23,3333","869,30K","-1,38%"
"06.04.2018","24,0666","24,6666","24,6666","23,8666","430,62K","-2,30%"
"05.04.2018","24,6333","24,9000","25,1000","24,5333","596,56K","1,37%"
"04.04.2018","24,3000","24,9333","25,1666","24,2333","1,15M","-1,49%"
"03.04.2018","24,6666","24,9000","25,3333","24,4333","2,08M","4,23%"
"29.03.2018","23,6666","24,2000","24,3666","23,5333","229,05K","-2,07%"
"28.03.2018","24,1666","23,8333","24,4000","23,5000","387,97K","-0,96%"
"27.03.2018","24,4000","24,6000","25,0000","23,7000","298,75K","1,81%"
"26.03.2018","23,9666","24,4666","24,5000","23,4333","626,78K","-2,18%"
"23.03.2018","24,5000","24,2000","24,7000","23,9000","360,22K","-0,54%"
"22.03.2018","24,6333","24,6000","25,0000","24,1666","584,98K","-0,13%"
"21.03.2018","24,6666","25,3666","25,3666","24,3666","507,13K","-3,14%"
"20.03.2018","25,4666","25,2000","25,4666","24,7666","534,44K","1,87%"
"19.03.2018","25,0000","25,9000","25,9000","24,7666","639,94K","-4,58%"
"16.03.2018","26,2000","25,8000","26,2000","25,3666","650,87K","1,42%"
"15.03.2018","25,8333","26,1666","26,1666","25,5333","475,67K","-0,77%"
"14.03.2018","26,0333","25,9666","26,2666","25,5000","458,55K","0,13%"
"13.03.2018","26,0000","26,9666","27,0000","25,7000","620,51K","-3,11%"
"12.03.2018","26,8333","26,5666","27,3000","26,5666","739,37K","1,13%"
"09.03.2018","26,5333","25,8000","26,5333","25,5666","1,23M","2,71%"
"08.03.2018","25,8333","24,7000","25,8333","24,7000","2,91M","5,01%"
"07.03.2018","24,6000","23,8666","24,6333","23,4333","1,33M","5,43%"
"06.03.2018","23,3333","23,7000","24,3000","23,2666","931,69K","-1,13%"
"05.03.2018","23,6000","23,0333","23,7666","22,8666","839,62K","2,31%"
"02.03.2018","23,0666","23,7333","23,8000","22,4000","1,01M","-3,35%"
"01.03.2018","23,8666","25,2333","25,9333","23,3666","1,18M","-3,76%"
"28.02.2018","24,8000","23,5333","25,3333","23,5333","1,13M","5,53%"
"27.02.2018","23,5000","23,7666","23,7666","22,7666","468,17K","-0,42%"
"26.02.2018","23,6000","23,5333","23,8000","22,8000","260,80K","1,14%"
"23.02.2018","23,3333","24,1000","24,8000","23,2666","493,54K","-3,18%"
"22.02.2018","24,1000","23,4000","24,5666","22,7000","900,78K","1,83%"
"21.02.2018","23,6666","24,0666","24,9333","23,3333","524,45K","-0,98%"
"20.02.2018","23,9000","23,3000","24,4666","23,1666","641,08K","2,58%"
"19.02.2018","23,3000","22,4666","23,3000","22,4666","765,37K","3,71%"
"16.02.2018","22,4666","21,8666","22,8333","21,8666","606,17K","3,69%"
