"Дата","Цена","Откр.","Макс.","Мин.","Изм. %"
"29.09.2022","99,95","99,95","99,95","99,95","-0,03%"
"28.09.2022","99,98","99,98","99,98","99,98","0,08%"
"27.09.2022","99,90","99,90","99,90","99,90","0,59%"
"26.09.2022","99,31","99,31","99,31","99,31","-0,49%"
"23.09.2022","99,80","99,80","99,80","99,80","0,04%"
"22.09.2022","99,76","99,76","99,76","99,76","0,06%"
"21.09.2022","99,70","99,70","99,70","99,70","-0,25%"
"20.09.2022","99,95","99,95","99,95","99,95","-0,03%"
"19.09.2022","99,98","99,98","99,98","99,98","0,02%"
"16.09.2022","99,96","99,96","99,96","99,96","0,01%"
"15.09.2022","99,95","99,95","99,95","99,95","0,01%"
"14.09.2022","99,94","99,94","99,94","99,94","-0,01%"
"13.09.2022","99,95","99,95","99,95","99,95","0,00%"
"12.09.2022","99,95","99,95","99,95","99,95","0,01%"
"09.09.2022","99,94","99,94","99,94","99,94","-0,04%"
"08.09.2022","99,98","99,98","99,98","99,98","0,03%"
"07.09.2022","99,95","99,95","99,95","99,95","0,00%"
"06.09.2022","99,95","99,95","99,95","99,95","0,01%"
"05.09.2022","99,94","99,94","99,94","99,94","0,02%"
"02.09.2022","99,92","99,92","99,92","99,92","-0,03%"
"01.09.2022","99,95","99,95","99,95","99,95","0,09%"
"31.08.2022","99,86","99,86","99,86","99,86","-0,05%"
"30.08.2022","99,91","99,91","99,91","99,91","0,01%"
"29.08.2022","99,90","99,90","99,90","99,90","-0,01%"
"26.08.2022","99,91","99,91","99,91","99,91","-0,04%"
"25.08.2022","99,95","99,95","99,95","99,95","0,00%"
"24.08.2022","99,95","99,95","99,95","99,95","0,01%"
"23.08.2022","99,94","99,94","99,94","99,94","0,02%"
"22.08.2022","99,92","99,92","99,92","99,92","-0,04%"
"19.08.2022","99,96","99,96","99,96","99,96","0,06%"
"18.08.2022","99,90","99,90","99,90","99,90","-0,04%"
"17.08.2022","99,94","99,94","99,94","99,94","-0,03%"
"16.08.2022","99,97","99,97","99,97","99,97","0,00%"
"15.08.2022","99,97","99,97","99,97","99,97","0,00%"
"12.08.2022","99,97","99,97","99,97","99,97","0,09%"
"11.08.2022","99,88","99,88","99,88","99,88","-0,01%"
"10.08.2022","99,89","99,89","99,89","99,89","-0,07%"
"09.08.2022","99,96","99,96","99,96","99,96","-0,01%"
"08.08.2022","99,97","99,97","99,97","99,97","0,03%"
"05.08.2022","99,94","99,94","99,94","99,94","0,03%"
"04.08.2022","99,91","99,91","99,91","99,91","-0,03%"
"03.08.2022","99,94","99,94","99,94","99,94","-0,05%"
"02.08.2022","99,99","99,99","99,99","99,99","0,08%"
"01.08.2022","99,91","99,91","99,91","99,91","-0,08%"
"29.07.2022","99,99","99,99","99,99","99,99","0,10%"
"28.07.2022","99,89","99,89","99,89","99,89","0,02%"
"27.07.2022","99,87","99,87","99,87","99,87","-0,03%"
"26.07.2022","99,90","99,90","99,90","99,90","0,01%"
"25.07.2022","99,89","99,89","99,89","99,89","0,00%"
"22.07.2022","99,89","99,89","99,89","99,89","0,11%"
"21.07.2022","99,78","99,78","99,78","99,78","0,22%"
"20.07.2022","99,56","99,56","99,56","99,56","-0,14%"
"19.07.2022","99,70","99,70","99,70","99,70","-0,06%"
"18.07.2022","99,76","99,76","99,76","99,76","0,04%"
"15.07.2022","99,72","99,72","99,72","99,72","0,09%"
"14.07.2022","99,63","99,63","99,63","99,63","-0,07%"
"13.07.2022","99,70","99,70","99,70","99,70","0,03%"
"12.07.2022","99,67","99,67","99,67","99,67","0,03%"
"11.07.2022","99,64","99,64","99,64","99,64","-0,01%"
"08.07.2022","99,65","99,65","99,65","99,65","0,05%"
"07.07.2022","99,60","99,60","99,60","99,60","-0,06%"
"06.07.2022","99,66","99,66","99,66","99,66","0,01%"
"05.07.2022","99,65","99,65","99,65","99,65","0,00%"
"04.07.2022","99,65","99,65","99,65","99,65","-0,03%"
"01.07.2022","99,68","99,68","99,68","99,68","0,08%"
"30.06.2022","99,60","99,60","99,60","99,60","0,03%"
"29.06.2022","99,57","99,57","99,57","99,57","0,08%"
"28.06.2022","99,49","99,49","99,49","99,49","-0,01%"
"27.06.2022","99,50","99,50","99,50","99,50","-0,02%"
"24.06.2022","99,52","99,52","99,52","99,52","0,05%"
"23.06.2022","99,47","99,47","99,47","99,47","0,06%"
"22.06.2022","99,41","99,41","99,41","99,41","0,01%"
"21.06.2022","99,40","99,40","99,40","99,40","0,05%"
"20.06.2022","99,35","99,35","99,35","99,35","-0,01%"
"17.06.2022","99,36","99,36","99,36","99,36","0,03%"
"16.06.2022","99,33","99,33","99,33","99,33","0,03%"
"15.06.2022","99,30","99,30","99,30","99,30","-0,07%"
"14.06.2022","99,37","99,37","99,37","99,37","-0,08%"
"10.06.2022","99,45","99,45","99,45","99,45","0,05%"
"09.06.2022","99,40","99,40","99,40","99,40","-0,05%"
"08.06.2022","99,45","99,45","99,45","99,45","0,06%"
"07.06.2022","99,39","99,39","99,39","99,39","0,12%"
"06.06.2022","99,27","99,27","99,27","99,27","0,08%"
"03.06.2022","99,19","99,19","99,19","99,19","0,39%"
"02.06.2022","98,80","98,80","98,80","98,80","0,08%"
"01.06.2022","98,72","98,72","98,72","98,72","0,12%"
"31.05.2022","98,60","98,60","98,60","98,60","0,05%"
"30.05.2022","98,55","98,55","98,55","98,55","-0,35%"
"27.05.2022","98,90","98,90","98,90","98,90","0,50%"
"26.05.2022","98,41","98,41","98,41","98,41","0,05%"
"25.05.2022","98,36","98,36","98,36","98,36","0,37%"
"24.05.2022","98,00","98,00","98,00","98,00","0,00%"
"23.05.2022","98,00","98,00","98,00","98,00","0,13%"
"20.05.2022","97,87","97,87","97,87","97,87","-0,03%"
"19.05.2022","97,90","97,90","97,90","97,90","-0,05%"
"18.05.2022","97,95","97,95","97,95","97,95","-0,03%"
"17.05.2022","97,98","97,98","97,98","97,98","0,33%"
"16.05.2022","97,66","97,66","97,66","97,66","-0,16%"
"13.05.2022","97,82","97,82","97,82","97,82","-0,01%"
"12.05.2022","97,83","97,83","97,83","97,83","-0,14%"
"11.05.2022","97,97","97,97","97,97","97,97","0,00%"
"06.05.2022","97,97","97,97","97,97","97,97","-0,01%"
"05.05.2022","97,98","97,98","97,98","97,98","0,54%"
"04.05.2022","97,45","97,45","97,45","97,45","-0,79%"
"29.04.2022","98,23","98,23","98,23","98,23","0,39%"
"28.04.2022","97,85","97,85","97,85","97,85","0,00%"
"27.04.2022","97,85","97,85","97,85","97,85","-0,13%"
"26.04.2022","97,98","97,98","97,98","97,98","0,83%"
"25.04.2022","97,17","97,17","97,17","97,17","0,01%"
"22.04.2022","97,16","97,16","97,16","97,16","0,26%"
"21.04.2022","96,91","96,91","96,91","96,91","-0,20%"
"20.04.2022","97,10","97,10","97,10","97,10","0,21%"
"19.04.2022","96,90","96,90","96,90","96,90","-0,12%"
"18.04.2022","97,02","97,02","97,02","97,02","-0,10%"
"15.04.2022","97,12","97,12","97,12","97,12","0,60%"
"14.04.2022","96,54","96,54","96,54","96,54","0,02%"
"13.04.2022","96,52","96,52","96,52","96,52","0,26%"
"12.04.2022","96,27","96,27","96,27","96,27","-0,03%"
"11.04.2022","96,30","96,30","96,30","96,30","-0,08%"
"08.04.2022","96,38","96,38","96,38","96,38","0,51%"
"07.04.2022","95,89","95,89","95,89","95,89","-0,21%"
"06.04.2022","96,09","96,09","96,09","96,09","0,30%"
"05.04.2022","95,80","95,80","95,80","95,80","0,00%"
"04.04.2022","95,80","95,80","95,80","95,80","-0,96%"
"01.04.2022","96,73","96,73","96,73","96,73","0,87%"
"31.03.2022","95,90","95,90","95,90","95,90","0,62%"
"30.03.2022","95,31","95,31","95,31","95,31","0,36%"
"29.03.2022","94,97","94,97","94,97","94,97","0,00%"
"28.03.2022","94,97","94,97","94,97","94,97","19,02%"
"25.03.2022","79,79","79,79","79,79","79,79","0,00%"
"24.03.2022","79,79","79,79","79,79","79,79","0,00%"
"23.03.2022","79,79","79,79","79,79","79,79","0,00%"
"22.03.2022","79,79","79,79","79,79","79,79","0,00%"
"21.03.2022","79,79","79,79","79,79","79,79","0,00%"
"18.03.2022","79,79","79,79","79,79","79,79","0,00%"
"17.03.2022","79,79","79,79","79,79","79,79","2,57%"
"16.03.2022","77,79","77,79","77,79","77,79","0,00%"
"15.03.2022","77,79","77,79","77,79","77,79","0,00%"
"14.03.2022","77,79","77,79","77,79","77,79","0,00%"
"11.03.2022","77,79","77,79","77,79","77,79","-7,61%"
"10.03.2022","84,20","84,20","84,20","84,20","0,00%"
"09.03.2022","84,20","84,20","84,20","84,20","0,00%"
"04.03.2022","84,20","84,20","84,20","84,20","0,00%"
"03.03.2022","84,20","84,20","84,20","84,20","0,00%"
"02.03.2022","84,20","84,20","84,20","84,20","-4,82%"
"01.03.2022","88,46","88,46","88,46","88,46","0,00%"
"28.02.2022","88,46","88,46","88,46","88,46","-8,32%"
"25.02.2022","96,49","96,49","96,49","96,49","1,59%"
"24.02.2022","94,98","94,98","94,98","94,98","-2,76%"
"22.02.2022","97,68","97,68","97,68","97,68","-0,57%"
"21.02.2022","98,24","98,24","98,24","98,24","-0,56%"
"18.02.2022","98,79","98,79","98,79","98,79","-0,07%"
"17.02.2022","98,86","98,86","98,86","98,86","0,04%"
"16.02.2022","98,82","98,82","98,82","98,82","0,02%"
"15.02.2022","98,80","98,80","98,80","98,80","-0,09%"
"14.02.2022","98,89","98,89","98,89","98,89","0,18%"
"11.02.2022","98,71","98,71","98,71","98,71","-0,13%"
"10.02.2022","98,84","98,84","98,84","98,84","0,03%"
"09.02.2022","98,81","98,81","98,81","98,81","-0,04%"
"08.02.2022","98,85","98,85","98,85","98,85","0,11%"
"07.02.2022","98,74","98,74","98,74","98,74","-0,12%"
"04.02.2022","98,86","98,86","98,86","98,86","0,14%"
"03.02.2022","98,72","98,72","98,72","98,72","-0,06%"
"02.02.2022","98,78","98,78","98,78","98,78","-0,10%"
"01.02.2022","98,88","98,88","98,88","98,88","0,02%"
"31.01.2022","98,86","98,86","98,86","98,86","0,25%"
"28.01.2022","98,61","98,61","98,61","98,61","-0,03%"
"27.01.2022","98,64","98,64","98,64","98,64","0,13%"
"26.01.2022","98,51","98,51","98,51","98,51","-0,09%"
"25.01.2022","98,60","98,60","98,60","98,60","0,10%"
"24.01.2022","98,50","98,50","98,50","98,50","-0,15%"
"21.01.2022","98,65","98,65","98,65","98,65","0,09%"
"20.01.2022","98,56","98,56","98,56","98,56","-0,20%"
"19.01.2022","98,76","98,76","98,76","98,76","-0,06%"
"18.01.2022","98,82","98,82","98,82","98,82","-0,27%"
"17.01.2022","99,09","99,09","99,09","99,09","0,17%"
"14.01.2022","98,92","98,92","98,92","98,92","-0,30%"
"13.01.2022","99,22","99,22","99,22","99,22","-0,22%"
"12.01.2022","99,44","99,44","99,44","99,44","-0,26%"
"11.01.2022","99,70","99,70","99,70","99,70","-0,29%"
"10.01.2022","99,99","99,99","99,99","99,99","0,38%"
"07.01.2022","99,61","99,61","99,61","99,61","-0,03%"
"06.01.2022","99,64","99,64","99,64","99,64","-0,41%"
"05.01.2022","100,05","100,05","100,05","100,05","0,37%"
"04.01.2022","99,68","99,68","99,68","99,68","-0,01%"
